City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Aguai,BR,2022-02-12 15:17:42,-22.0594,-46.9786,79.9,70,32,1.01
294,Champerico,GT,2022-02-12 15:17:43,14.3,-91.9167,88.75,60,0,0.92
295,Margate,GB,2022-02-12 15:17:43,51.3813,1.3862,46.9,58,99,8.01
296,Udarnyy,RU,2022-02-12 15:17:44,54.3409,42.8611,27.28,96,100,6.98
297,Birin,NP,2022-02-12 15:17:44,26.8865,88.0718,45.05,78,14,3.87
298,Bredasdorp,ZA,2022-02-12 15:17:44,-34.5322,20.0403,74.52,64,29,11.5
299,Teya,RU,2022-02-12 15:17:45,60.3778,92.6267,-13.97,100,36,2.42
300,Mayo,US,2022-02-12 15:17:46,38.8876,-76.5119,59.34,50,0,6.91
301,Saint George,US,2022-02-12 15:16:24,37.1041,-113.5841,50.34,28,0,11.99
302,Lerwick,GB,2022-02-12 15:17:21,60.1545,-1.1494,46.4,86,100,25.55
303,Skwierzyna,PL,2022-02-12 15:17:47,52.5991,15.5065,41.68,59,76,8.19
304,Tiksi,RU,2022-02-12 15:17:47,71.6872,128.8694,-9.26,92,95,17.6
305,Saint Anthony,US,2022-02-12 15:17:47,45.0205,-93.218,-2.25,70,0,6.91
306,Krasnyy Chikoy,RU,2022-02-12 15:17:47,50.3643,108.7512,-21.21,100,91,0.51
307,Ahipara,NZ,2022-02-12 15:17:48,-35.1667,173.1667,69.8,83,95,29.42
308,Moree,AU,2022-02-12 15:17:48,-29.4667,149.85,66.22,55,42,9.22
309,Shumskiy,RU,2022-02-12 15:17:49,54.8318,99.1328,-10.75,98,99,3.24
310,Carutapera,BR,2022-02-12 15:17:49,-1.195,-46.02,79.93,86,100,6.13
311,Santa Isabel,BR,2022-02-12 15:16:48,-23.3156,-46.2214,81.7,71,95,2.95
312,Kaeo,NZ,2022-02-12 15:17:49,-35.1,173.7833,71.33,86,99,27.56
313,Touros,BR,2022-02-12 15:17:50,-5.1989,-35.4608,86.9,62,36,10.38
314,Faya,SA,2022-02-12 15:17:50,18.3851,42.4509,62.71,71,29,6.93
315,Flinders,AU,2022-02-12 15:17:50,-34.5833,150.8552,67.8,92,95,4.0
316,Kadayanallur,IN,2022-02-12 15:17:51,9.0833,77.35,75.87,84,96,5.14
317,Namatanai,PG,2022-02-12 15:17:51,-3.6667,152.4333,78.08,83,100,5.59
318,Egvekinot,RU,2022-02-12 15:17:51,66.3167,-179.1667,-20.47,88,18,7.96
319,Suwanee,US,2022-02-12 15:17:52,34.0515,-84.0713,58.73,72,0,8.05
320,Conceicao Do Araguaia,BR,2022-02-12 15:17:52,-8.2578,-49.2647,81.86,75,60,3.96
321,Pisco,PE,2022-02-12 15:17:52,-13.7,-76.2167,72.01,73,0,5.75
322,Rapid City,US,2022-02-12 15:17:09,44.0805,-103.231,29.32,67,100,6.91
323,Bolshoy Kamen,RU,2022-02-12 15:18:53,43.1225,132.3583,13.89,73,3,10.85
324,Odweyne,SO,2022-02-12 15:18:53,9.4092,45.064,73.47,39,71,13.76
325,Gravdal,NO,2022-02-12 15:18:54,68.1214,13.5031,28.29,86,40,5.75
326,Vacaria,BR,2022-02-12 15:18:54,-28.5122,-50.9339,84.72,34,7,4.43
327,Parrita,CR,2022-02-12 15:18:54,9.5201,-84.3225,88.05,51,86,2.93
328,Quatre Cocos,MU,2022-02-12 15:18:54,-20.2078,57.7625,80.71,76,68,7.4
329,Camacha,PT,2022-02-12 15:18:55,33.0833,-16.3333,63.36,68,75,13.8
330,Airai,TL,2022-02-12 15:18:55,-8.9266,125.4092,60.13,94,86,2.01
331,Dicabisagan,PH,2022-02-12 15:18:55,17.0818,122.4157,74.28,89,78,4.27
332,Antofagasta,CL,2022-02-12 15:15:05,-23.65,-70.4,74.21,55,11,7.78
333,Mundo Nuevo,MX,2022-02-12 15:18:56,18.7,-95.5,72.63,87,94,6.89
334,Yabrud,SY,2022-02-12 15:18:56,33.9674,36.6574,51.46,41,0,2.8
335,Lasa,IT,2022-02-12 15:18:57,46.6166,10.7002,44.51,61,0,3.13
336,Korla,CN,2022-02-12 15:18:57,41.7597,86.1469,30.13,42,70,3.31
337,Darhan,MN,2022-02-12 15:18:57,49.4867,105.9228,-17.16,100,71,0.45
338,Piney Green,US,2022-02-12 15:18:57,34.716,-77.3202,64.02,43,0,11.5
339,Santander Jimenez,MX,2022-02-12 15:18:58,24.2167,-98.4667,67.23,80,37,3.15
340,Mackay,AU,2022-02-12 15:14:23,-21.15,149.2,73.69,70,26,15.17
341,Fare,PF,2022-02-12 15:18:58,-16.7,-151.0167,80.85,73,95,13.33
342,Gamba,GA,2022-02-12 15:18:59,-2.65,10.0,83.28,72,33,11.32
343,Salinas,US,2022-02-12 15:16:30,36.6777,-121.6555,59.95,60,0,13.8
344,Pangody,RU,2022-02-12 15:18:59,65.85,74.4859,-6.92,92,6,15.03
345,Los Llanos De Aridane,ES,2022-02-12 15:19:00,28.6585,-17.9182,67.12,78,40,13.8
346,Paracuru,BR,2022-02-12 15:19:00,-3.41,-39.0306,87.82,67,98,9.24
347,Kattivakkam,IN,2022-02-12 15:14:51,13.2167,80.3167,81.07,77,21,11.72
348,Petropavlovsk-Kamchatskiy,RU,2022-02-12 15:19:00,53.0452,158.6483,1.99,66,0,4.47
349,San Juan,AR,2022-02-12 15:18:27,-31.5375,-68.5364,66.51,46,90,9.46
350,Ancud,CL,2022-02-12 15:19:01,-41.8697,-73.8203,75.22,59,80,4.43
351,Tingi,TZ,2022-02-12 15:19:01,-11.3,35.0333,66.25,92,100,0.29
352,Isangel,VU,2022-02-12 15:19:02,-19.55,169.2667,79.3,89,76,4.07
353,Labytnangi,RU,2022-02-12 15:19:02,66.6572,66.4183,-12.08,97,100,7.63
354,Ballina,AU,2022-02-12 15:19:02,-28.8667,153.5667,66.38,92,51,15.75
355,Teguise,ES,2022-02-12 15:19:03,29.0605,-13.564,62.82,82,20,19.57
356,Ocosingo,MX,2022-02-12 15:19:03,17.0667,-92.25,57.04,73,8,1.1
357,Banda Aceh,ID,2022-02-12 15:19:03,5.5577,95.3222,78.33,86,56,14.07
358,Lorengau,PG,2022-02-12 15:19:04,-2.0226,147.2712,80.8,75,92,3.33
359,Vardo,NO,2022-02-12 15:19:04,70.3705,31.1107,16.0,72,37,14.54
360,Prince Rupert,CA,2022-02-12 15:14:36,54.3161,-130.3201,38.89,93,100,3.44
361,Tucumcari,US,2022-02-12 15:19:05,35.1717,-103.725,26.44,86,100,0.0
362,Dunajska Streda,SK,2022-02-12 15:19:05,47.9927,17.6121,46.31,52,5,5.01
363,Husavik,IS,2022-02-12 15:19:05,66.0449,-17.3389,21.11,82,59,5.64
364,Keti Bandar,PK,2022-02-12 15:19:06,24.1447,67.4497,72.27,54,0,10.67
365,Roma,US,2022-02-12 15:18:15,43.2128,-75.4557,43.72,69,100,14.0
366,Guozhen,CN,2022-02-12 15:19:06,34.3659,107.359,40.39,72,95,2.21
367,Acarau,BR,2022-02-12 15:20:06,-2.8856,-40.12,82.96,69,93,11.88
368,Magaria,NE,2022-02-12 15:20:07,12.9983,8.9099,87.03,7,11,11.7
369,Baturaja,ID,2022-02-12 15:20:07,-4.1333,104.1667,74.59,91,91,1.79
370,Padang,ID,2022-02-12 15:19:12,-0.9492,100.3543,78.64,81,99,4.14
371,Qeshm,IR,2022-02-12 15:20:08,26.9581,56.2719,71.49,61,2,12.12
372,Ngama,TD,2022-02-12 15:20:09,11.7833,17.1667,95.36,7,90,10.54
373,Beyneu,KZ,2022-02-12 15:20:10,45.3167,55.2,40.62,81,99,12.75
374,Zhuhai,CN,2022-02-12 15:20:10,22.2769,113.5678,67.05,94,40,2.3
375,Evanston,US,2022-02-12 15:19:49,42.0411,-87.6901,17.56,57,20,11.5
376,Descalvado,BR,2022-02-12 15:20:12,-21.9039,-47.6194,79.68,70,30,4.81
377,Boras,SE,2022-02-12 15:20:13,57.721,12.9401,37.54,87,100,14.05
378,Vila Franca Do Campo,PT,2022-02-12 15:15:17,37.7167,-25.4333,61.21,66,96,11.21
379,East London,ZA,2022-02-12 15:20:15,-33.0153,27.9116,83.34,78,20,13.8
380,Nome,US,2022-02-12 15:20:16,64.5011,-165.4064,1.47,55,100,4.61
381,Aksha,RU,2022-02-12 15:20:17,50.2814,113.2867,-10.89,98,98,1.88
382,Lamu,KE,2022-02-12 15:20:17,-2.2717,40.902,80.82,81,95,14.61
383,Kaitangata,NZ,2022-02-12 15:16:34,-46.2817,169.8464,51.93,74,100,8.7
384,Yulara,AU,2022-02-12 15:20:18,-25.2406,130.9889,75.04,33,2,5.75
385,Maldonado,UY,2022-02-12 15:16:58,-34.6667,-54.9167,67.39,94,100,13.29
386,Porto Novo,BJ,2022-02-12 15:20:18,6.4965,2.6036,89.29,52,100,12.41
387,Sinnamary,GF,2022-02-12 15:20:19,5.3833,-52.95,79.84,83,87,12.3
388,Verkhoyansk,RU,2022-02-12 15:20:19,67.5447,133.385,-33.32,98,81,1.63
389,Gualeguay,AR,2022-02-12 15:20:19,-33.1416,-59.3097,69.12,56,97,12.53
390,Yuanlin,CN,2022-02-12 15:20:20,30.4151,112.8859,41.05,88,96,4.7
391,Humaita,BR,2022-02-12 15:20:20,-7.5061,-63.0208,84.43,67,99,2.84
392,Laem Sing,TH,2022-02-12 15:20:21,12.4816,102.0738,84.15,100,8,4.76
393,Ocampo,MX,2022-02-12 15:20:21,21.65,-101.5,49.03,39,85,3.98
394,Leopold,AU,2022-02-12 15:20:21,-38.1833,144.4667,66.24,84,0,3.44
395,Kirakira,SB,2022-02-12 15:20:22,-10.4544,161.9205,77.74,88,100,4.74
396,Esso,RU,2022-02-12 15:20:22,55.9333,158.7,-9.26,100,85,3.87
397,Tezu,IN,2022-02-12 15:20:23,27.9167,96.1667,54.5,74,22,4.32
398,Mae Sai,TH,2022-02-12 15:20:23,20.4335,99.8762,67.44,49,78,2.93
399,Starkville,US,2022-02-12 15:16:56,33.4504,-88.8184,54.84,62,47,12.01
400,Carrickfergus,GB,2022-02-12 15:20:24,54.7158,-5.8058,49.96,86,100,10.36
401,Kedrovyy,RU,2022-02-12 15:20:25,56.1667,91.8167,-14.13,91,9,9.06
402,Grand Forks,US,2022-02-12 15:18:43,47.9417,-97.4337,-7.22,67,100,11.5
403,Puerto Colombia,CO,2022-02-12 15:20:25,10.9878,-74.9547,86.09,67,57,15.01
404,Constitucion,CL,2022-02-12 15:20:26,-35.3333,-72.4167,72.39,45,0,6.35
405,Tomatlan,MX,2022-02-12 15:20:26,19.9333,-105.25,72.14,50,49,3.18
406,Shimoda,JP,2022-02-12 15:20:26,34.6667,138.95,49.17,62,99,0.81
407,Rosarito,MX,2022-02-12 15:20:27,32.3333,-117.0333,68.31,33,1,6.89
408,Gondanglegi,ID,2022-02-12 15:20:27,-7.7479,112.0132,74.43,96,100,5.88
409,Sola,VU,2022-02-12 15:20:27,-13.8833,167.55,77.7,85,100,11.54
410,Altay,CN,2022-02-12 15:20:28,47.8667,88.1167,5.94,66,71,7.52
411,Jacareacanga,BR,2022-02-12 15:21:28,-6.2222,-57.7528,87.8,61,100,0.92
412,San Quintin,MX,2022-02-12 15:17:57,30.4833,-115.95,60.89,51,3,1.05
413,Escanaba,US,2022-02-12 15:21:08,45.7453,-87.0646,7.25,84,82,8.61
414,Opuwo,NA,2022-02-12 15:21:29,-18.0607,13.84,77.68,55,100,6.11
415,Namestovo,SK,2022-02-12 15:21:29,49.4079,19.4803,37.22,85,4,1.43
416,Seymchan,RU,2022-02-12 15:21:29,62.8833,152.4333,-42.65,100,66,0.65
417,Lovington,US,2022-02-12 15:21:30,32.944,-103.3485,31.05,92,97,5.01
418,Saint-Georges,GD,2022-02-12 15:21:30,12.0564,-61.7485,83.88,65,40,20.71
419,Waddan,LY,2022-02-12 15:21:30,29.1614,16.139,64.08,26,0,3.22
420,Tecoanapa,MX,2022-02-12 15:21:31,16.5167,-98.75,77.61,50,100,2.01
421,Bonavista,CA,2022-02-12 15:21:31,48.6499,-53.1147,35.11,76,92,14.74
422,Lodja,CD,2022-02-12 15:21:31,-3.4833,23.4333,88.27,51,86,3.38
423,Lanzhou,CN,2022-02-12 15:21:32,36.0564,103.7922,31.24,62,0,7.14
424,Katherine,AU,2022-02-12 15:21:32,-14.4667,132.2667,80.92,78,75,4.61
425,Abu Zabad,SD,2022-02-12 15:21:32,12.35,29.25,86.36,10,3,13.8
426,Kharakvasla,IN,2022-02-12 15:21:32,18.4333,73.7667,74.19,33,6,0.58
427,Long Beach,US,2022-02-12 15:19:15,33.767,-118.1892,74.79,31,0,6.2
428,Huangnihe,CN,2022-02-12 15:21:33,43.5583,128.0239,2.91,92,92,4.16
429,Phalaborwa,ZA,2022-02-12 15:21:33,-23.943,31.1411,88.88,22,0,13.29
430,Coquimbo,CL,2022-02-12 15:21:34,-29.9533,-71.3436,67.73,72,40,12.66
431,Cockburn Town,TC,2022-02-12 15:21:34,21.4612,-71.1419,77.67,75,2,22.28
432,Valparaiso,CL,2022-02-12 15:21:34,-33.0393,-71.6273,68.23,72,20,12.66
433,Zyryanka,RU,2022-02-12 15:21:35,65.75,150.85,-33.43,97,11,7.09
434,Bud,US,2022-02-12 15:21:35,39.447,-86.1758,26.62,85,100,10.67
435,Lukang,TW,2022-02-12 15:21:35,24.0567,120.4352,67.44,89,36,16.69
436,The Valley,AI,2022-02-12 15:21:36,18.217,-63.0578,78.66,78,75,19.57
437,Sidi Ali,DZ,2022-02-12 15:21:36,36.0998,0.4206,56.17,68,36,10.49
438,Rudnichnyy,RU,2022-02-12 15:21:36,59.617,52.4703,24.44,96,100,6.22
439,Brae,GB,2022-02-12 15:21:36,60.3964,-1.353,46.31,86,100,25.5
440,Grand-Santi,GF,2022-02-12 15:21:37,4.25,-54.3833,81.79,75,97,4.65
441,Shingu,JP,2022-02-12 15:21:37,33.7333,135.9833,40.91,68,0,5.7
442,Moorhead,US,2022-02-12 15:21:37,46.8739,-96.7676,-7.02,69,100,6.91
443,Rio Gallegos,AR,2022-02-12 15:19:16,-51.6226,-69.2181,66.25,26,40,37.98
444,Creel,MX,2022-02-12 15:21:38,27.75,-107.6333,40.87,34,0,4.29
445,Enshi,CN,2022-02-12 15:21:38,30.3,109.4833,39.78,95,44,1.41
446,Golden,US,2022-02-12 15:21:39,39.7555,-105.2211,27.0,75,40,5.75
447,Iqaluit,CA,2022-02-12 15:21:39,63.7506,-68.5145,-24.07,62,20,2.3
448,Bilibino,RU,2022-02-12 15:21:39,68.0546,166.4372,-37.43,100,91,1.45
449,Morozovsk,RU,2022-02-12 15:21:40,48.3539,41.8261,39.11,98,100,7.81
450,Puerto El Triunfo,SV,2022-02-12 15:21:40,13.2833,-88.55,84.36,53,0,3.62
451,Lazaro Cardenas,MX,2022-02-12 15:20:17,17.9583,-102.2,75.99,47,86,4.18
452,Wattegama,LK,2022-02-12 15:21:40,6.7989,81.4808,73.87,91,45,4.94
453,Onega,RU,2022-02-12 15:21:41,63.9061,38.1404,8.38,97,35,4.52
454,Henties Bay,NA,2022-02-12 15:21:41,-22.116,14.2845,74.97,77,8,9.4
455,Chake Chake,TZ,2022-02-12 15:21:41,-5.2459,39.7666,81.46,70,96,13.94
456,Summerville,US,2022-02-12 15:20:43,33.0185,-80.1757,62.91,52,0,10.36
457,Pingliang,CN,2022-02-12 15:21:42,35.5392,106.6861,22.98,91,64,5.28
458,Kieta,PG,2022-02-12 15:19:53,-6.2167,155.6333,78.21,77,80,2.24
459,Klaksvik,FO,2022-02-12 15:22:42,62.2266,-6.589,41.92,87,100,13.47
460,Kisiwani,TZ,2022-02-12 15:22:42,-4.1333,37.95,81.81,55,100,6.82
461,Rancho Palos Verdes,US,2022-02-12 15:18:12,33.7445,-118.387,70.43,31,0,7.74
462,Killin,US,2022-02-12 15:22:43,33.6123,-91.7412,48.29,61,100,6.91
463,Ostrogozhsk,RU,2022-02-12 15:22:43,50.8664,39.0756,22.44,96,82,4.68
464,Pskov,RU,2022-02-12 15:22:44,57.8136,28.3496,33.71,80,75,11.18
465,Rawson,AR,2022-02-12 15:20:51,-43.3002,-65.1023,76.75,22,92,3.94
466,Vao,NC,2022-02-12 15:19:08,-22.6667,167.4833,80.15,82,100,5.12
467,Nouadhibou,MR,2022-02-12 15:20:21,20.931,-17.0347,82.38,21,98,11.5
468,Bakaly,RU,2022-02-12 15:22:44,55.1789,53.8028,25.56,92,84,6.73
469,Crotone,IT,2022-02-12 15:22:45,39.0851,17.1178,55.35,82,75,9.22
470,Aurillac,FR,2022-02-12 15:22:45,44.9167,2.45,49.08,63,100,11.5
471,Port Hedland,AU,2022-02-12 15:19:11,-20.3167,118.5667,86.05,84,62,3.44
472,Burnie,AU,2022-02-12 15:22:45,-41.0667,145.9167,60.49,74,65,13.82
473,Aginskoye,RU,2022-02-12 15:22:46,51.1,114.53,-17.63,97,70,4.09
474,Pringsewu,ID,2022-02-12 15:22:46,-5.3582,104.9744,74.79,92,100,1.61
475,Dordrecht,NL,2022-02-12 15:22:46,51.81,4.6736,47.05,59,79,5.99
476,Kargil,IN,2022-02-12 15:20:14,34.5667,76.1,-11.6,79,89,3.94
477,Hami,CN,2022-02-12 15:22:47,42.8,93.45,28.96,56,83,1.45
478,Berlevag,NO,2022-02-12 15:22:47,70.8578,29.0864,25.11,78,93,16.06
479,Poum,NC,2022-02-12 15:22:47,-20.2333,164.0167,80.53,77,83,3.15
480,Palu,ID,2022-02-12 15:22:48,-0.8917,119.8707,74.86,97,100,0.72
481,Manakara,MG,2022-02-12 15:22:48,-22.1333,48.0167,78.42,75,53,7.7
482,Yugorsk,RU,2022-02-12 15:22:48,61.3133,63.3319,5.58,95,100,6.78
483,Harur,IN,2022-02-12 15:22:48,12.0667,78.5,74.46,61,29,7.05
484,Havre-Saint-Pierre,CA,2022-02-12 15:22:49,50.2334,-63.5986,34.16,93,100,12.66
485,Hovd,MN,2022-02-12 15:22:24,48.0056,91.6419,-15.39,86,25,4.59
486,Loreto,MX,2022-02-12 15:22:49,22.2667,-101.9667,52.95,34,0,1.1
487,Yumen,CN,2022-02-12 15:22:49,40.2833,97.2,26.31,41,100,11.36
488,Big Spring,US,2022-02-12 15:22:50,32.2504,-101.4787,40.48,47,75,18.41
489,Higueron,MX,2022-02-12 15:22:50,18.5833,-99.1667,72.88,31,100,1.14
490,Sirohi,IN,2022-02-12 15:22:51,24.8833,72.8667,63.45,24,0,3.85
491,Maniitsoq,GL,2022-02-12 15:22:51,65.4167,-52.9,14.92,91,100,18.99
492,Melhus,NO,2022-02-12 15:22:52,63.2855,10.2781,35.28,95,100,4.59
493,Pinerolo,IT,2022-02-12 15:22:53,44.8833,7.35,47.77,69,99,1.99
494,Boyuibe,BO,2022-02-12 15:22:53,-20.4167,-63.2833,66.11,98,100,11.41
495,Maskinonge,CA,2022-02-12 15:22:53,46.2286,-73.0192,37.81,92,100,21.85
496,Vila Do Maio,CV,2022-02-12 15:22:54,15.1333,-23.2167,83.19,71,82,18.84
497,Roald,NO,2022-02-12 15:22:54,62.5833,6.1333,43.72,75,75,10.36
498,Kheri,IN,2022-02-12 15:22:54,27.9,80.8,56.93,65,0,5.99
499,Senno,RU,2022-02-12 15:22:55,59.5336,33.9167,25.2,95,100,11.01
500,Geraldton,AU,2022-02-12 15:19:10,-28.7667,114.6,72.01,78,6,17.27
501,Mirnyy,RU,2022-02-12 15:22:55,62.5353,113.9611,-19.77,75,98,1.99
502,Sisimiut,GL,2022-02-12 15:21:31,66.9395,-53.6735,16.61,89,96,35.68
503,Kernersville,US,2022-02-12 15:22:56,36.1199,-80.0736,59.81,47,20,10.36
504,Moindou,NC,2022-02-12 15:22:56,-21.6924,165.677,75.15,86,64,1.88
505,Tocopilla,CL,2022-02-12 15:23:56,-22.092,-70.1979,73.63,64,4,7.96
506,Pundaguitan,PH,2022-02-12 15:23:57,6.3711,126.1689,81.23,77,100,16.75
507,Acajutla,SV,2022-02-12 15:23:57,13.5928,-89.8275,84.79,51,3,0.83
508,Praia,CV,2022-02-12 15:23:57,14.9215,-23.5087,82.94,47,89,26.46
509,Adavere,EE,2022-02-12 15:23:58,58.7086,25.8994,33.75,81,100,15.48
510,Paamiut,GL,2022-02-12 15:23:58,61.994,-49.6678,22.51,95,100,11.9
511,Tayoltita,MX,2022-02-12 15:23:58,24.0833,-105.9333,58.39,34,0,4.92
512,Yerbogachen,RU,2022-02-12 15:19:07,61.2767,108.0108,-11.06,100,99,1.1
513,Luba,GQ,2022-02-12 15:23:59,3.4568,8.5547,87.69,74,84,4.92
514,Moyale,KE,2022-02-12 15:23:59,3.5167,39.0584,87.42,14,40,10.2
515,Jamtara,IN,2022-02-12 15:23:59,23.95,86.8,64.69,37,1,7.47
516,Rurrenabaque,BO,2022-02-12 15:24:00,-14.4413,-67.5278,85.96,61,100,3.51
517,Lubango,AO,2022-02-12 15:24:00,-14.9172,13.4925,76.06,37,85,9.73
518,Kragero,NO,2022-02-12 15:24:00,58.8693,9.4149,42.58,97,100,22.32
519,Barreiras,BR,2022-02-12 15:24:01,-12.1528,-44.99,81.34,71,53,2.98
520,Jeremie,HT,2022-02-12 15:24:01,18.65,-74.1167,80.98,65,16,5.91
521,Talnakh,RU,2022-02-12 15:24:01,69.4865,88.3972,-9.17,79,55,10.09
522,Rafaela,AR,2022-02-12 15:24:02,-31.2503,-61.4867,69.01,50,76,7.0
523,Magugu,TZ,2022-02-12 15:24:02,-4.0167,35.7667,79.56,54,100,0.94
524,Bontang,ID,2022-02-12 15:24:02,0.1333,117.5,77.43,91,100,9.78
525,Jimo,CN,2022-02-12 15:24:03,36.3897,120.4622,35.38,100,100,4.47
526,Meulaboh,ID,2022-02-12 15:21:24,4.1363,96.1285,79.21,82,71,2.15
527,Mombetsu,JP,2022-02-12 15:24:03,44.3525,143.3525,15.85,94,53,5.44
528,Faanui,PF,2022-02-12 15:24:04,-16.4833,-151.75,79.74,76,71,13.49
529,Grimshaw,CA,2022-02-12 15:23:52,56.1834,-117.6027,22.01,92,75,9.22
530,Puerto Del Rosario,ES,2022-02-12 15:24:04,28.5004,-13.8627,69.55,68,20,12.66
531,Malanje,AO,2022-02-12 15:24:04,-9.5402,16.341,79.5,55,50,3.8
532,Lewisville,US,2022-02-12 15:22:15,33.0462,-96.9942,43.83,44,100,26.46
533,Eureka,US,2022-02-12 15:24:05,40.8021,-124.1637,47.59,56,0,3.71
534,Marblehead,US,2022-02-12 15:24:05,42.5001,-70.8578,56.52,56,20,16.11
535,Prince George,CA,2022-02-12 15:24:05,53.9166,-122.753,30.29,59,0,8.05
536,Padre Bernardo,BR,2022-02-12 15:24:06,-15.35,-48.5,79.39,67,80,3.06
537,Havelock,US,2022-02-12 15:24:06,34.8791,-76.9013,63.99,58,59,7.0
538,Tommot,RU,2022-02-12 15:24:06,58.9564,126.2925,-19.61,99,93,1.05
539,Ryotsu,JP,2022-02-12 15:24:07,38.0833,138.4333,39.78,69,100,8.5
540,Yining,CN,2022-02-12 15:24:07,29.0361,114.5636,42.6,96,100,1.32
541,Mechetinskaya,RU,2022-02-12 15:24:07,46.7713,40.456,44.22,96,100,13.42
542,Waingapu,ID,2022-02-12 15:24:08,-9.6567,120.2641,77.79,86,98,4.32
543,Oshakati,NA,2022-02-12 15:24:08,-17.7833,15.6833,84.02,45,100,5.32
544,Jardim,BR,2022-02-12 15:24:08,-21.4803,-56.1381,96.46,32,10,4.14
545,Huarmey,PE,2022-02-12 15:22:21,-10.0681,-78.1522,74.34,75,71,7.49
546,Igarka,RU,2022-02-12 15:23:25,67.4667,86.5833,-10.48,85,4,9.95
547,Afua,BR,2022-02-12 15:24:09,-0.1567,-50.3867,83.71,70,70,6.04
548,Jalu,LY,2022-02-12 15:24:09,29.0331,21.5482,63.73,29,0,1.86
549,Panjakent,TJ,2022-02-12 15:24:09,39.4952,67.6093,37.2,94,100,1.21
550,Grindavik,IS,2022-02-12 15:24:10,63.8424,-22.4338,26.55,74,0,12.66
551,Sovetskaya Gavan,RU,2022-02-12 15:24:10,48.9723,140.2878,19.22,96,100,3.51
552,Abeokuta,NG,2022-02-12 15:24:10,7.15,3.35,90.95,25,100,4.16
553,Moose Factory,CA,2022-02-12 15:23:50,51.2585,-80.6094,-20.2,69,0,10.36
554,Grootfontein,NA,2022-02-12 15:25:11,-19.5667,18.1167,79.65,45,99,6.64
555,Wamba,NG,2022-02-12 15:25:11,8.9333,8.6,98.65,7,61,6.17
556,Trinidad,BO,2022-02-12 15:25:12,-14.8333,-64.9,82.38,83,75,5.75
557,Santa Paz,PH,2022-02-12 15:25:12,10.2667,124.7833,76.48,88,72,5.01
558,Port Lincoln,AU,2022-02-12 15:24:56,-34.7333,135.8667,68.38,68,100,8.61
559,Baykit,RU,2022-02-12 15:25:12,61.67,96.37,-12.64,100,23,2.59
560,Gao,ML,2022-02-12 15:25:13,16.6362,1.637,89.15,6,0,7.65
561,Nosy Varika,MG,2022-02-12 15:25:13,-20.5833,48.5333,78.57,76,15,10.0
562,Kashiwazaki,JP,2022-02-12 15:25:14,37.3667,138.55,35.89,87,97,5.48
563,Panaba,MX,2022-02-12 15:25:14,21.2833,-88.2667,78.58,69,22,9.73
564,Healdsburg,US,2022-02-12 15:24:12,38.6105,-122.8692,59.54,100,40,0.0
565,Coahuayana,MX,2022-02-12 15:25:14,18.7333,-103.6833,72.88,40,69,5.14
566,San Cristobal,VE,2022-02-12 15:25:15,7.7669,-72.225,73.58,41,93,8.99
567,College,US,2022-02-12 15:25:15,64.8569,-147.8028,-5.03,82,75,4.61
568,Nova Varos,RS,2022-02-12 15:25:15,43.4606,19.8114,30.6,86,100,3.0
569,Nemuro,JP,2022-02-12 15:25:15,43.3236,145.575,22.33,77,39,4.29
570,Sur,OM,2022-02-12 15:25:16,22.5667,59.5289,71.98,58,1,7.52
571,Arlit,NE,2022-02-12 15:25:16,18.7369,7.3853,83.61,7,0,1.07
572,Lubbock,US,2022-02-12 15:24:03,33.6001,-101.8338,31.37,65,100,16.11
573,Dauphin,CA,2022-02-12 15:25:17,51.1494,-100.0502,-3.86,71,75,10.36
574,Areia Branca,BR,2022-02-12 15:25:17,-4.9561,-37.1369,89.8,59,56,12.88
